"GeneID","Symbol","Description"
"109006","Ciapin1","cytokine induced apoptosis inhibitor 1"
"109019","Nabp1","nucleic acid binding protein 1"
"109032","Sp110","Sp110 nuclear body protein"
"109042","Cavin3","caveolae associated 3"
"109050","Inka2","inka box actin regulator 2"
"109052","Krt75","keratin 75"
"109054","Pfdn4","prefoldin 4"
"109065","Dnaaf2","dynein, axonemal assembly factor 2"
"109075","Exosc4","exosome component 4"
"109077","Ints5","integrator complex subunit 5"
"109079","Sephs1","selenophosphate synthetase 1"
"109082","Fbxw17","F-box and WD-40 domain protein 17"
"109093","Rars2","arginyl-tRNA synthetase 2, mitochondrial"
"109095","Rbm15b","RNA binding motif protein 15B"
"109108","Slc30a9","solute carrier family 30 (zinc transporter), member 9"
"109113","Uhrf2","ubiquitin-like, containing PHD and RING finger domains 2"
"109115","Supt3","SPT3, SAGA and STAGA complex component"
"109129","Mmadhc","methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria"
"109135","Plekha5","pleckstrin homology domain containing, family A member 5"
"109136","Mmaa","methylmalonic aciduria (cobalamin deficiency) type A"
"109145","Gins4","GINS complex subunit 4"
"109151","Chd9","chromodomain helicase DNA binding protein 9"
"109154","Mlec","malectin"
"109161","Ube2q2","ubiquitin-conjugating enzyme E2Q family member 2"
"109163","3010003L21Rik","RIKEN cDNA 3010003L21 gene"
"109168","Atl3","atlastin GTPase 3"
"109169","Igip","IgA inducing protein"
"109181","Trip11","thyroid hormone receptor interactor 11"
"109202","A930024E05Rik","RIKEN cDNA A930024E05 gene"
"109205","Sobp","sine oculis binding protein"
"109212","Pimreg","PICALM interacting mitotic regulator"
"109215","Lncbate1","brown adipose tissue enriched long non-coding RNA 1"
"109218","Tmem139","transmembrane protein 139"
"109222","Rarres1","retinoic acid receptor responder (tazarotene induced) 1"
"109225","Ms4a7","membrane-spanning 4-domains, subfamily A, member 7"
"109226","A930002I21Rik","RIKEN cDNA A930002I21 gene"
"109229","Fam118b","family with sequence similarity 118, member B"
"109232","Sccpdh","saccharopine dehydrogenase (putative)"
"109241","Mbd5","methyl-CpG binding domain protein 5"
"109242","Kif24","kinesin family member 24"
"109245","Lrrc39","leucine rich repeat containing 39"
"109246","Tspan9","tetraspanin 9"
"109254","Adtrp","androgen dependent TFPI regulating protein"
"109263","Rlf","rearranged L-myc fusion sequence"
"109264","Me3","malic enzyme 3, NADP(+)-dependent, mitochondrial"
"109267","Ssc4d","scavenger receptor cysteine rich family, 4 domains"
"109270","Prr5","proline rich 5 (renal)"
"109272","Mybpc1","myosin binding protein C, slow-type"
"109275","Actr5","ARP5 actin-related protein 5"
"109280","Slc22a13b","solute carrier family 22 (organic cation transporter), member 13b"
"109284","R3hdm4","R3H domain containing 4"
"109294","Prex2","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2"
"109299","Tmem250","transmembrane protein 250"
"109305","Orai1","ORAI calcium release-activated calcium modulator 1"
"109314","Prr9","proline rich 9"
"109319","8430422M14Rik","RIKEN cDNA 8430422M14 gene"
"109323","C1qtnf7","C1q and tumor necrosis factor related protein 7"
"109331","Rnf20","ring finger protein 20"
"109332","Cdcp1","CUB domain containing protein 1"
"109333","Pkn2","protein kinase N2"
"109334","B230398E01Rik","RIKEN cDNA B230398E01 gene"
"109335","9230102K24Rik","RIKEN cDNA 9230102K24 gene"
"109342","Slc5a10","solute carrier family 5 (sodium/glucose cotransporter), member 10"
"109344","E130215H24Rik","RIKEN cDNA E130215H24 gene"
"109346","Ankrd39","ankyrin repeat domain 39"
"109349","Fam163b","family with sequence similarity 163, member B"
"109359","Abraxas2","BRISC complex subunit"
"109360","D530018E20Rik","RIKEN cDNA D530018E20 gene"
"109361","D730005E14Rik","RIKEN cDNA D730005E14 gene"
"109552","Sri","sorcin"
"109568","Rn7s6","7S RNA 6"
"109575","Tbx10","T-box 10"
"109593","Lmo3","LIM domain only 3"
"109594","Lmo1","LIM domain only 1"
"109620","Dsp","desmoplakin"
"109624","Cald1","caldesmon 1"
"109637","Upk1a","uroplakin 1A"
"109648","Npy","neuropeptide Y"
"109652","Acy1","aminoacylase 1"
"109658","Txlna","taxilin alpha"
"109660","Ctrl","chymotrypsin-like"
"109663","Hoxc11","homeobox C11"
"109672","Cyb5a","cytochrome b5 type A (microsomal)"
"109674","Ampd2","adenosine monophosphate deaminase 2"
"109676","Ank2","ankyrin 2, brain"
"109685","Hyal3","hyaluronoglucosaminidase 3"
"109689","Arrb1","arrestin, beta 1"
"109697","Cpa1","carboxypeptidase A1, pancreatic"
"109700","Itga1","integrin alpha 1"
"109711","Actn1","actinin, alpha 1"
"109729085","Htd2","hydroxyacyl-thioester dehydratase type 2"
"109731","Maob","monoamine oxidase B"
"109754","Cyb5r3","cytochrome b5 reductase 3"
"109778","Blvra","biliverdin reductase A"
"109785","Pgm3","phosphoglucomutase 3"
"109791","Clps","colipase, pancreatic"
"109801","Glo1","glyoxalase 1"
"109815","Selenos","selenoprotein S"
"109820","Pgc","progastricsin (pepsinogen C)"
"109821","F11","coagulation factor XI"
"109828","C7","complement component 7"
"109857","Cbr3","carbonyl reductase 3"
"109880","Braf","Braf transforming gene"
"109889","Mzf1","myeloid zinc finger 1"
"109900","Asl","argininosuccinate lyase"
"109901","Cela1","chymotrypsin-like elastase family, member 1"
"109904","Mcf2","mcf.2 transforming sequence"
"109905","Rap1a","RAS-related protein 1a"
"109910","Zfp91","zinc finger protein 91"
"109929","Zbtb25","zinc finger and BTB domain containing 25"
"109934","Abr","active BCR-related gene"
"109959","Amy2a5","amylase 2a5"
"109978","Art4","ADP-ribosyltransferase 4"
"109979","Art3","ADP-ribosyltransferase 3"
"110006","Gusb","glucuronidase, beta"
"110012","Tpgs1","tubulin polyglutamylase complex subunit 1"
"110032","Kif22-ps","kinesin family member 22, pseudogene"
"110033","Kif22","kinesin family member 22"
"110052","Dek","DEK proto-oncogene"
"110058","Syt17","synaptotagmin XVII"
"110074","Dut","deoxyuridine triphosphatase"
"110075","Bmp3","bone morphogenetic protein 3"
"110078","Pygb","brain glycogen phosphorylase"
"110082","Dnah5","dynein, axonemal, heavy chain 5"
"110083","Dnah12","dynein, axonemal, heavy chain 12"
"110084","Dnah1","dynein, axonemal, heavy chain 1"
"110094","Phka2","phosphorylase kinase alpha 2"
"110095","Pygl","liver glycogen phosphorylase"
"110109","Nop2","NOP2 nucleolar protein"
"110115","Cyp11b1","cytochrome P450, family 11, subfamily b, polypeptide 1"
"110119","Mpi","mannose phosphate isomerase"
"110135","Fgb","fibrinogen beta chain"
"110147","Ehmt2","euchromatic histone lysine N-methyltransferase 2"
"110153","Vis1","viral integration site 1"
"110157","Raf1","v-raf-leukemia viral oncogene 1"
"110168","Gpr18","G protein-coupled receptor 18"
"110172","Slc35b1","solute carrier family 35, member B1"
"110173","Manba","mannosidase, beta A, lysosomal"
"110175","Ggct","gamma-glutamyl cyclotransferase"
"110183","Rn18s-rs5","18s RNA, related sequence 5"
"110187","Scgb2b26","secretoglobin, family 2B, member 26"
"110196","Fdps","farnesyl diphosphate synthetase"
"110197","Dgkg","diacylglycerol kinase, gamma"
"110198","Akr7a5","aldo-keto reductase family 7, member A5"
"110208","Pgd","phosphogluconate dehydrogenase"
"110213","Tmbim6","transmembrane BAX inhibitor motif containing 6"
"110253","Triobp","TRIO and F-actin binding protein"
"110257","Hba-a2","hemoglobin alpha, adult chain 2"
"110265","Msra","methionine sulfoxide reductase A"
"110279","Bcr","BCR activator of RhoGEF and GTPase"
"110304","Glra3","glycine receptor, alpha 3 subunit"
"110308","Krt5","keratin 5"
"110310","Krt7","keratin 7"
"110312","Pmch","pro-melanin-concentrating hormone"
"110315","Trbv26","T cell receptor beta, variable 26"
"110323","Cox6b1","cytochrome c oxidase, subunit 6B1"
"110326","Tas1r1","taste receptor, type 1, member 1"
"110332","Pp2d1","protein phosphatase 2C-like domain containing 1"
"110333","Rmst","rhabdomyosarcoma 2 associated transcript (non-coding RNA)"
"110350","Dync2h1","dynein cytoplasmic 2 heavy chain 1"
"110351","Rap1gap","Rap1 GTPase-activating protein"
"110355","Grk2","G protein-coupled receptor kinase 2"
"110379","Sec13","SEC13 homolog, nuclear pore and COPII coat complex component"
"110380","Shroom2","shroom family member 2"
"110382","C8b","complement component 8, beta polypeptide"
"110385","Pde4c","phosphodiesterase 4C, cAMP specific"
"110391","Qdpr","quinoid dihydropteridine reductase"
"110417","Pigh","phosphatidylinositol glycan anchor biosynthesis, class H"
"110446","Acat1","acetyl-Coenzyme A acetyltransferase 1"
"110454","Ly6a","lymphocyte antigen 6 family member A"
"110460","Acat2","acetyl-Coenzyme A acetyltransferase 2"
"110511","Or5w22","olfactory receptor family 5 subfamily W member 22"
"110521","Hivep1","human immunodeficiency virus type I enhancer binding protein 1"
"110524","Dgkq","diacylglycerol kinase, theta"
"110531","Gpx4-ps1","glutathione peroxidase 4, pseudogene 1"
"110532","Adarb1","adenosine deaminase, RNA-specific, B1"
"110542","Amhr2","anti-Mullerian hormone type 2 receptor"
"110557","H2-Q6","histocompatibility 2, Q region locus 6"
"110593","Prdm2","PR domain containing 2, with ZNF domain"
"110595","Timp4","tissue inhibitor of metalloproteinase 4"
"110596","Arhgef28","Rho guanine nucleotide exchange factor 28"
"110599566","Eef1akmt4","EEF1A lysine methyltransferase 4"
"110599584","Eef1ece2","Eef1akmt4-endothelin converting enzyme 2 readthrough"
"110599589","Asdurf","Asnsd1 upstream reading frame"
"110606","Fntb","farnesyltransferase, CAAX box, beta"
"110611","Hdlbp","high density lipoprotein (HDL) binding protein"
"110612","Iglv2","immunoglobulin lambda variable 2"
"110616","Atxn3","ataxin 3"
"110637","Grik4","glutamate receptor, ionotropic, kainate 4"
"110639","Prps2","phosphoribosyl pyrophosphate synthetase 2"
"110648","Lmx1a","LIM homeobox transcription factor 1 alpha"
"110651","Rps6ka3","ribosomal protein S6 kinase polypeptide 3"
"110695","Aldh7a1","aldehyde dehydrogenase family 7, member A1"
"110696","H2-M10.3","histocompatibility 2, M region locus 10.3"
"110749","Chaf1b","chromatin assembly factor 1, subunit B"
"110750","Cse1l","chromosome segregation 1 like"
"110751","Adam33","a disintegrin and metallopeptidase domain 33"
"110759","Igkj1","immunoglobulin kappa joining 1"
"110760","Igkj2","immunoglobulin kappa joining 2"
"110761","Igkj3","immunoglobulin kappa joining 3"
"110762","Igkj4","immunoglobulin kappa joining 4"
"110763","Igkj5","immunoglobulin kappa joining 5"
"110784","Nr3c2","nuclear receptor subfamily 3, group C, member 2"
"110785","Iglc1","immunoglobulin lambda constant 1"
"110786","Iglc2","immunoglobulin lambda constant 2"
"110787","Iglc3","immunoglobulin lambda constant 3"
"110789","Adgrv1","adhesion G protein-coupled receptor V1"
"110794","Cebpe","CCAAT/enhancer binding protein epsilon"
"110796","Tshz1","teashirt zinc finger family member 1"
"110805","Foxe1","forkhead box E1"
"110806304","Timm29-ps1","translocase of inner mitochondrial membrane 29, pseudogene 1"
"110809","Srsf1","serine and arginine-rich splicing factor 1"
"110816","Pwp2","PWP2 periodic tryptophan protein homolog (yeast)"
"110821","Pcca","propionyl-Coenzyme A carboxylase, alpha polypeptide"
"110826","Etfb","electron transferring flavoprotein, beta polypeptide"
"110829","Lims1","LIM and senescent cell antigen-like domains 1"
"110834","Chrna3","cholinergic receptor, nicotinic, alpha polypeptide 3"
"110835","Chrna5","cholinergic receptor, nicotinic, alpha polypeptide 5"
"110842","Etfa","electron transferring flavoprotein, alpha polypeptide"
"110854","Ptpa","protein phosphatase 2 protein activator"
"110855","Pde6c","phosphodiesterase 6C, cGMP specific, cone, alpha prime"
"110862","Kcnq3","potassium voltage-gated channel, subfamily Q, member 3"
"110876","Scn2a","sodium channel, voltage-gated, type II, alpha"
"110877","Slc18a1","solute carrier family 18 (vesicular monoamine), member 1"
"110880","Scn4a","sodium channel, voltage-gated, type IV, alpha"
"110886","Gabra5","gamma-aminobutyric acid type A receptor subunit alpha 5"
"110891","Slc8a2","solute carrier family 8 (sodium/calcium exchanger), member 2"
"110893","Slc8a3","solute carrier family 8 (sodium/calcium exchanger), member 3"
"110895","Slc9a4","solute carrier family 9 (sodium/hydrogen exchanger), member 4"
"110902","Chrna2","cholinergic receptor nicotinic alpha 2 subunit"
"110911","Cds2","CDP-diacylglycerol synthase 2"
"110920","Hspa13","heat shock protein 70 family, member 13"
"110931","Vmn2r-ps57","vomeronasal 2, receptor, pseudogene 57"
"110935","Atp6v1b1","ATPase, H+ transporting, lysosomal V1 subunit B1"
"110948","Hlcs","holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase)"
"110954","Rpl10","ribosomal protein L10"
"110956","D17H6S56E-5","DNA segment, Chr 17, human D6S56E 5"
"110957","D1Pas1","DNA segment, Chr 1, Pasteur Institute 1"
"110958","M1ap","meiosis 1 associated protein"
"110959","Nudt19","nudix hydrolase 19"
"110960","Tars1","threonyl-tRNA synthetase 1"
"110962","Mbd6","methyl-CpG binding domain protein 6"
"110971","Klk1b12-ps","kallikrein 1-related peptidase b12, pseudogene"
"111002","Marcksl1-ps4","MARCKS-like 1, pseudogene 4"
"111043194","Gm46993","predicted gene 46993"
"111043196","Gm46994","predicted gene 46994"
"111043197","Gm46995","predicted gene 46995"
"111043198","Gm46996","predicted gene 46996"
"111043199","Gm46997","predicted gene 46997"
"111043200","Gm46998","predicted gene 46998"
"111116","Akt2-ps","thymoma viral proto-oncogene 2, pseudogene"
"111173","Erc1","ELKS/RAB6-interacting/CAST family member 1"
"111174","Taar1","trace amine-associated receptor 1"
"111175","Pecr","peroxisomal trans-2-enoyl-CoA reductase"
"111178","Ryk-ps1","receptor-like tyrosine kinase, pseudogene 1"
"111186","Stmn1-rs1","stathmin 1, related sequence 1"
"111205","Tpi-rs2","triosephosphate isomerase related sequence 2"
"111223","Tpi-rs11","triosephosphate isomerase related sequence 11"
"111241","Hmga1b","high mobility group AT-hook 1B"
"111248","Mif-ps7","macrophage migration inhibitory factor, pseudogene 7"
"111256","Dnaja1-ps","DnaJ heat shock protein family (Hsp40) member A1, pseudogene"
"111266","Cdc34b","cell division cycle 34B"
"111274024","Gm47335","nuclear transport factor 2 pseudogene"
"111283","Psmb7-ps2","proteasome (prosome, macropain) subunit, beta type 7, pseudogene 2"
"111296","Smt3h2-ps","SMT3 suppressor of mif two 3 homolog 2, pseudogene (S. cerevisiae)"
"111331","Atp5k-ps3","ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E, pseudogene 3"
"111365222","Rps18-ps4","ribosomal protein S18, pseudogene 4"
"111368","Prn","prion protein readthrough transcript"
"111556123","Gm13186","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2 pseudogene"
"111970","Dlx1as","distal-less homeobox 1, antisense"
"111975","Igf2os","insulin-like growth factor 2, opposite strand"
"112136069","Gm15931","predicted gene 15931"
"112136079","Gm49362","predicted gene, 49362"
"112136085","Gm49363","predicted gene, 49363"
"112163641","Gm49399","upstream binding transcription factor, RNA polymerase I pseudogene"
"112163660","Gm49400","predicted gene 49400"
"112163678","Gm28934","Tctex1 domain containing 2 pseudogene"
"112214172","Gm45575","spermatogenesis associated 2 pseudogene"
"112214173","Gm48634","spermatogenesis associated 2 pseudogene"
"112352684","Gm12244","mitochondrial ribosomal protein S16 pseudogene"
"112403","Dxo","decapping exoribonuclease"
"112405","Egln1","egl-9 family hypoxia-inducible factor 1"
"112406","Egln2","egl-9 family hypoxia-inducible factor 2"
"112407","Egln3","egl-9 family hypoxia-inducible factor 3"
"112408","Tas2r116","taste receptor, type 2, member 116"
"112414","4930540M05Rik","RIKEN cDNA 4930540M05 gene"
"112415","Zfp607b","zinc finger protein 607B"
"112417","Ugt2b37","UDP glucuronosyltransferase 2 family, polypeptide B37"
"112418","1700102P08Rik","RIKEN cDNA 1700102P08 gene"
"112419","Ifit1bl2","interferon induced protein with tetratricopeptide repeats 1B like 2"
"112422","Zfp979","zinc finger protein 979"
